report_id,date,location,asset,report_type,narrative,sif_label,sif_label_reason,source_event_code,source_nature,data_source,narrative_provenance,context_provenance,sector_provenance
OIL-347889-2117,2025-01-10,Makum,Pipeline Section,Unsafe Act,"An employee was walking across a parking lot when she tripped on some sidewalk repair material, fell, and struck her knee on the curb. She suffered a broken bone in her right leg.",0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-443238-2118,2025-01-10,KG Basin - Kakinada,Pipeline Section,Unsafe Condition,"While entering a vehicle, an employee slipped on black ice, fell, and suffered a kneecap injury.",0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,"Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-459087-2119,2025-01-10,Digboi,LPG Plant,Near Miss,"An employee was using a load device to move a metal ring for a manhole cover when he turned and fell backwards. The metal ring fell onto his ankle, fracturing it and requiring hospitalization.",0,"low-energy mechanism (Fall on same level, n.e.c.)","Fall on same level, n.e.c.",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-653244-2120,2025-01-10,Digboi,Central Workshop,Near Miss,"The governor on a portable welder had been replaced. While an employee was checking the wiring behind the governor, a coolant fan blade broke his left index finger and caused tendon damage and lacerations on the other fingers.",1,high-energy mechanism (Caught in running equipment or machinery during ),"Caught in running equipment or machinery during maintenance, cleaning",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-660170-2121,2025-01-10,Chabua,Crude Oil Pump Station,Unsafe Act,"An employee was cutting a concrete pipe with a saw when the saw kicked back and struck the employee's chest, lacerating it.",0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,"Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-684382-2122,2025-01-10,Jaisalmer - Tanot,Well Head,Unsafe Act,"An employee was soldering in a generator room when they tripped on debris that had been left on the floor, resulting in an injury to their left leg.",0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,"Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-692246-2123,2025-01-10,Hapjan,Group Gathering Station,Unsafe Act,"An employee was working on a pipe rack arm when it slipped and pinched the employee's left index fingertip, amputating it.",1,high-energy mechanism (Compressed or pinched by shifting objects or equ),Compressed or pinched by shifting objects or equipment,Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-700755-2124,2025-01-10,KG Basin - Kakinada,Gas Compressor Station,Unsafe Act,"An employee sustained a cut on his left forearm while coming out of duct work, which required surgery to repair.",0,no high-energy mechanism identified (Struck against stationary object  unspec),Struck against stationary object  unspecified,"Cuts, lacerations, punctures without injury to internal structures",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-730061-2125,2025-01-10,Duliajan,Oil Collecting Station,Unsafe Act,"An employee was using a portable grinder. Its wheel lacerated the employee's forearm, and the employee was hospitalized.",0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,"Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-734608-2126,2025-01-10,Jaisalmer - Tanot,Gas Compressor Station,Unsafe Act,"An employee was lifting boxes in the casting department when the employee slipped and fell, suffering burns to the hands and thigh.",0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,"Heat (thermal) burns, unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-734866-2127,2025-01-10,Duliajan,Central Workshop,Unsafe Condition,"An employee was cutting a 6-foot pipe with a chop saw when the blade kicked back, hitting the employee in the face.",0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,"Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-904654-2128,2025-01-10,Digboi,LPG Plant,Unsafe Act,"While pulling wire, an employee got caught up in the wire and fell to the floor, sustaining a broken right ankle.",0,"low-energy mechanism (Fall on same level, n.e.c.)","Fall on same level, n.e.c.",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-997520-2129,2025-01-10,Kusijan,Drilling Rig,Unsafe Condition,"An employee was working on the rig floor installing a lift cap into a mud tool. As the driller came up with the elevators his right middle finger was caught in between the elevators and the lift cap, partially amputating his finger.",1,"high-energy mechanism (Caught in running equipment or machinery, unspec)","Caught in running equipment or machinery, unspecified",Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-122701-2130,2025-01-11,Baghjan,Well Head,Unsafe Act,"An employee was on the stabbing board to hang the tong line. He unhooked the derrick climber from his harness and when he let go of it he was hit in the mouth, lost his footing, and fell even though his lanyard was attached. His face hit the standpipe of the derrick and the 3 foot fall injured his back.",1,high-energy mechanism (Other fall to lower level less than 6 feet),Other fall to lower level less than 6 feet,"Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-193025-2131,2025-01-11,Dikom,Drilling Rig,Near Miss,An employee was making repairs to a flat roof on a commercial structure on a day with temperatures above 100 degrees Fahrenheit. The employee was hospitalized for heat exhaustion.,0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,"Heat exhaustion, prostration",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-274703-2132,2025-01-11,Shalmari,Group Gathering Station,Incident,An employee was walking toward the docking station main office to pick up a work order for items to be shipped when they slipped on ice and fell. The employee sustained a broken right hip/femur.,0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-354515-2133,2025-01-11,Duliajan,Oil Collecting Station,Unsafe Act,"Two employees were pressure washing mud tanks. The injured employee slipped and grabbed the end of the wand barrel. He then came into contact with the pressurized water, resulting in a laceration on his leg. The water was considered dirty which led to a hospitalization as a precautionary measure.",0,"low-energy mechanism (Slip without fall, n.e.c.)","Slip without fall, n.e.c.","Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-359420-2134,2025-01-11,Duliajan,Central Workshop,Unsafe Act,An employee was transferring an alkaline cleaning chemical from a bulk container into 1-gallon containers. The employee lifted a gallon container by its label tag. The tag broke causing the container to fall approximately 14-18 inches. The container struck the ground and the contents splashed onto the employee causing chemical burns to their eyes.,0,"no high-energy mechanism identified (Exposure through intact skin, eyes, or o)","Exposure through intact skin, eyes, or other exposed tissue","Chemical burns and corrosions, unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-531682-2135,2025-01-11,Duliajan,Central Workshop,Incident,"On January 19, 2023, an employee was closing a bay door when the door malfunctioned and struck the employee in the head, resulting in a laceration.",0,"no high-energy mechanism identified (Contact with objects and equipment, unsp)","Contact with objects and equipment, unspecified","Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-554537-2136,2025-01-11,Kumchai,Well Head,Unsafe Condition,An employee was carrying rebar to another area of the jobsite when they slipped on gravel and fell to the ground. The employee sustained a fractured left ankle.,0,low-energy mechanism (Fall on same level due to slip or trip),Fall on same level due to slip or trip,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-627453-2137,2025-01-11,Baghjan,Drilling Rig,Unsafe Act,Employee was changing drill bits on a pocket boring machine. He set his hand down on the machine to look under it and his hand engaged with the drill bit.,0,"no high-energy mechanism identified (Struck against object or equipment, unsp)","Struck against object or equipment, unspecified","Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-629767-2138,2025-01-11,Chabua,Crude Oil Pump Station,Near Miss,An employee was delivering mail and returning to their vehicle when they were attacked by a dog. The dog bit off their left index and middle fingertips.,0,"low-energy mechanism (Non-venomous animal bites  except ""bugs"")","Non-venomous animal bites  except ""bugs""","Amputations, avulsions, enucleations  unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-650008-2139,2025-01-11,Kusijan,Drilling Rig,Unsafe Act,"A crew of employees were cleaning a site to prep it for oil rig drilling work. While lifting debris from the ground, one employee was bitten by a cotton mouth snake, requiring hospitalization.",0,low-energy mechanism (Stings and venomous bites),Stings and venomous bites,"Poisoning, including poisoning-related asphyxia",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
